,ticker,close_price,open_price,volume,adj_close,Datetime,day_drop,market_cap
0,ADBE,0.2109375,0.0,18899200,0.15316958725452423,524323800,inf,73478358.62406161
1,ADBE,0.22265625,0.0,4160000,0.16167894005775452,524410200,inf,77560456.69680387
2,ADBE,0.21875,0.0,4332800,0.1588425487279892,524496600,inf,76199785.93270269
3,ADBE,0.2109375,0.0,2828800,0.15316958725452423,524755800,inf,73478358.62406161
4,ADBE,0.21484375,0.0,2060800,0.1560060828924179,524842200,inf,74839079.42675205
5,ADBE,0.21484375,0.0,684800,0.1560060828924179,524928600,inf,74839079.42675205
6,ADBE,0.22265625,0.0,883200,0.16167894005775452,525015000,inf,77560456.69680387
7,ADBE,0.22265625,0.0,1734400,0.16167894005775452,525101400,inf,77560456.69680387
8,ADBE,0.21484375,0.0,627200,0.1560060828924179,525360600,inf,74839079.42675205
9,ADBE,0.21484375,0.0,793600,0.1560060828924179,525447000,inf,74839079.42675205
10,ADBE,0.21484375,0.0,2540800,0.1560060828924179,525533400,inf,74839079.42675205
11,ADBE,0.20703125,0.0,1555200,0.15033310651779175,525619800,inf,72117644.96974108
12,ADBE,0.20703125,0.0,1548800,0.15033310651779175,525706200,inf,72117644.96974108
13,ADBE,0.22265625,0.0,1068800,0.16167894005775452,526051800,inf,77560456.69680387
14,ADBE,0.22265625,0.0,403200,0.16167894005775452,526138200,inf,77560456.69680387
15,ADBE,0.25,0.0,1804800,0.18153433501720428,526224600,inf,87085466.5737874
16,ADBE,0.24609375,0.0,2137600,0.1786978542804718,526311000,inf,85724752.91946687
17,ADBE,0.2421875,0.0,492800,0.1758614033460617,526570200,inf,84364053.56188612
18,ADBE,0.25,0.0,499200,0.18153433501720428,526656600,inf,87085466.5737874
19,ADBE,0.26171875,0.0,934400,0.19004373252391815,526743000,inf,91167586.09163933
20,ADBE,0.23046875,0.0,1798400,0.16735196113586426,526829400,inf,80281912.5989245
21,ADBE,0.234375,0.0,1286400,0.17018842697143555,526915800,inf,81642619.10487515
22,ADBE,0.2578125,0.0,998400,0.18720729649066925,527175000,inf,89806893.88242847
23,ADBE,0.26953125,0.0,1254400,0.19571664929389954,527261400,inf,93888991.95517072
24,ADBE,0.2890625,0.0,1356800,0.20989912748336792,527347800,inf,100692595.96862286
25,ADBE,0.2890625,0.0,352000,0.20989912748336792,527434200,inf,100692595.96862286
26,ADBE,0.2890625,0.0,1024000,0.20989912748336792,527520600,inf,100692595.96862286
27,ADBE,0.27734375,0.0,780800,0.20138968527317047,527779800,inf,96610455.00566126
28,ADBE,0.26953125,0.0,1798400,0.19571664929389954,527866200,inf,93888991.95517072
29,ADBE,0.2734375,0.0,1312000,0.1985531598329544,527952600,inf,95249719.90623105
30,ADBE,0.265625,0.0,1657600,0.19288019835948944,528039000,inf,92528292.59758997
31,ADBE,0.265625,0.0,768000,0.19288019835948944,528125400,inf,92528292.59758997
32,ADBE,0.26953125,0.0,473600,0.19571664929389954,528384600,inf,93888991.95517072
33,ADBE,0.26953125,0.0,192000,0.19571664929389954,528471000,inf,93888991.95517072
34,ADBE,0.26953125,0.0,371200,0.19571664929389954,528557400,inf,93888991.95517072
35,ADBE,0.26953125,0.0,224000,0.19571664929389954,528643800,inf,93888991.95517072
36,ADBE,0.26953125,0.0,44800,0.19571664929389954,528730200,inf,93888991.95517072
37,ADBE,0.2734375,0.0,128000,0.1985531598329544,528989400,inf,95249719.90623105
38,ADBE,0.2734375,0.0,198400,0.1985531598329544,529075800,inf,95249719.90623105
39,ADBE,0.2734375,0.0,204800,0.1985531598329544,529162200,inf,95249719.90623105
40,ADBE,0.2734375,0.0,793600,0.1985531598329544,529248600,inf,95249719.90623105
41,ADBE,0.2734375,0.0,224000,0.1985531598329544,529335000,inf,95249719.90623105
42,ADBE,0.27734375,0.0,454400,0.20138968527317047,529594200,inf,96610455.00566126
43,ADBE,0.27734375,0.0,480000,0.20138968527317047,529680600,inf,96610455.00566126
44,ADBE,0.27734375,0.0,352000,0.20138968527317047,529767000,inf,96610455.00566126
45,ADBE,0.27734375,0.0,352000,0.20138968527317047,529853400,inf,96610455.00566126
46,ADBE,0.27734375,0.0,83200,0.20138968527317047,529939800,inf,96610455.00566126
47,ADBE,0.27734375,0.0,44800,0.20138968527317047,530199000,inf,96610455.00566126
48,ADBE,0.28515625,0.0,326400,0.20706254243850708,530285400,inf,99331832.27571309
49,ADBE,0.2890625,0.0,1100800,0.20989912748336792,530371800,inf,100692595.96862286
50,ADBE,0.29296875,0.0,742400,0.21273548901081085,530458200,inf,102053252.43598425
51,ADBE,0.31640625,0.0,1651200,0.22975437343120575,530544600,inf,110217534.36190748
52,ADBE,0.3203125,0.0,729600,0.23259086906909943,530807400,inf,111578255.1645979
53,ADBE,0.3203125,0.0,1804800,0.23259086906909943,530893800,inf,111578255.1645979
54,ADBE,0.3515625,0.0,11667200,0.2552826404571533,530980200,inf,122463928.65731272
55,ADBE,0.37109375,0.0,2150400,0.26946505904197693,531066600,inf,129267504.0772853
56,ADBE,0.365234375,0.0,1990400,0.26521021127700806,531153000,inf,127226372.8346604
57,ADBE,0.3515625,0.0,1388800,0.2552826404571533,531412200,inf,122463928.65731272
58,ADBE,0.34375,0.0,2003200,0.24960966408252716,531498600,inf,119742494.20030177
59,ADBE,0.33984375,0.0,1094400,0.2467731386423111,531585000,inf,118381759.10087155
60,ADBE,0.34765625,0.0,2329600,0.25244608521461487,531671400,inf,121103179.26114273
61,ADBE,0.3515625,0.0,1094400,0.2552826404571533,531757800,inf,122463928.65731272
62,ADBE,0.359375,0.0,2528000,0.26095569133758545,532017000,inf,125185398.85617316
63,ADBE,0.359375,0.0,876800,0.26095569133758545,532103400,inf,125185398.85617316
64,ADBE,0.359375,0.0,441600,0.26095569133758545,532189800,inf,125185398.85617316
65,ADBE,0.35546875,0.0,550400,0.2581191956996918,532276200,inf,123824678.05348273
66,ADBE,0.359375,0.0,448000,0.26095569133758545,532362600,inf,125185398.85617316
67,ADBE,0.35546875,0.0,684800,0.2581191956996918,532621800,inf,123824678.05348273
68,ADBE,0.34765625,0.0,1062400,0.25244608521461487,532708200,inf,121103179.26114273
69,ADBE,0.34765625,0.0,364800,0.25244608521461487,532794600,inf,121103179.26114273
70,ADBE,0.34765625,0.0,454400,0.25244608521461487,532881000,inf,121103179.26114273
71,ADBE,0.34765625,0.0,89600,0.25244608521461487,532967400,inf,121103179.26114273
72,ADBE,0.34765625,0.0,256000,0.25244608521461487,533226600,inf,121103179.26114273
73,ADBE,0.34765625,0.0,518400,0.25244608521461487,533313000,inf,121103179.26114273
74,ADBE,0.369140625,0.0,1664000,0.2680467665195465,533399400,inf,128587122.2308304
75,ADBE,0.3828125,0.0,518400,0.27797451615333557,533572200,inf,133349652.1886168
76,ADBE,0.380859375,0.0,684800,0.2765563130378723,533831400,inf,132669313.23238127
77,ADBE,0.38671875,0.0,908800,0.2808109521865845,533917800,inf,134710344.39782766
78,ADBE,0.3828125,0.0,422400,0.27797451615333557,534004200,inf,133349652.1886168
79,ADBE,0.38671875,0.0,1484800,0.2808109521865845,534090600,inf,134710344.39782766
80,ADBE,0.39453125,0.0,1632000,0.28648388385772705,534177000,inf,137431757.40972894
81,ADBE,0.4140625,0.0,2720000,0.3006662130355835,534436200,inf,144235289.93948215
82,ADBE,0.3984375,0.0,4563200,0.2893204092979431,534522600,inf,138792492.50915915
83,ADBE,0.3984375,0.0,3193600,0.2893204092979431,534609000,inf,138792492.50915915
84,ADBE,0.37109375,0.0,7334400,0.26946505904197693,534695400,inf,129267504.0772853
